5.100 , 3.500 , 1 
4.900 , 3.000 , 1 
4.700 , 3.200 , 1 
4.600 , 3.100 , 1 
5.000 , 3.600 , 1 
5.400 , 3.900 , 1 
4.600 , 3.400 , 1 
5.000 , 3.400 , 1 
4.400 , 2.900 , 1 
4.900 , 3.100 , 1 
5.400 , 3.700 , 1 
4.800 , 3.400 , 1 
4.800 , 3.000 , 1 
4.300 , 3.000 , 1 
5.800 , 4.000 , 1 
5.700 , 4.400 , 1 
5.400 , 3.900 , 1 
5.100 , 3.500 , 1 
5.700 , 3.800 , 1 
5.100 , 3.800 , 1 
5.400 , 3.400 , 1 
5.100 , 3.700 , 1 
4.600 , 3.600 , 1 
5.100 , 3.300 , 1 
4.800 , 3.400 , 1 
5.000 , 3.000 , 1 
5.000 , 3.400 , 1 
5.200 , 3.500 , 1 
5.200 , 3.400 , 1 
4.700 , 3.200 , 1 
4.800 , 3.100 , 1 
5.400 , 3.400 , 1 
5.200 , 4.100 , 1 
5.500 , 4.200 , 1 
4.900 , 3.100 , 1 
5.000 , 3.200 , 1 
5.500 , 3.500 , 1 
4.900 , 3.100 , 1 
4.400 , 3.000 , 1 
5.100 , 3.400 , 1 
5.000 , 3.500 , 1 
4.500 , 2.300 , 1 
4.400 , 3.200 , 1 
5.000 , 3.500 , 1 
5.100 , 3.800 , 1 
4.800 , 3.000 , 1 
5.100 , 3.800 , 1 
4.600 , 3.200 , 1 
5.300 , 3.700 , 1 
5.000 , 3.300 , 1 
7.000 , 3.200 , 2 
6.400 , 3.200 , 2 
6.900 , 3.100 , 2 
5.500 , 2.300 , 3 
6.500 , 2.800 , 2 
5.700 , 2.800 , 3 
6.300 , 3.300 , 2 
4.900 , 2.400 , 3 
6.600 , 2.900 , 2 
5.200 , 2.700 , 3 
5.000 , 2.000 , 3 
5.900 , 3.000 , 3 
6.000 , 2.200 , 3 
6.100 , 2.900 , 3 
5.600 , 2.900 , 3 
6.700 , 3.100 , 2 
5.600 , 3.000 , 3 
5.800 , 2.700 , 3 
6.200 , 2.200 , 3 
5.600 , 2.500 , 3 
5.900 , 3.200 , 3 
6.100 , 2.800 , 3 
6.300 , 2.500 , 3 
6.100 , 2.800 , 3 
6.400 , 2.900 , 2 
6.600 , 3.000 , 2 
6.800 , 2.800 , 2 
6.700 , 3.000 , 2 
6.000 , 2.900 , 3 
5.700 , 2.600 , 3 
5.500 , 2.400 , 3 
5.500 , 2.400 , 3 
5.800 , 2.700 , 3 
6.000 , 2.700 , 3 
5.400 , 3.000 , 3 
6.000 , 3.400 , 3 
6.700 , 3.100 , 2 
6.300 , 2.300 , 3 
5.600 , 3.000 , 3 
5.500 , 2.500 , 3 
5.500 , 2.600 , 3 
6.100 , 3.000 , 3 
5.800 , 2.600 , 3 
5.000 , 2.300 , 3 
5.600 , 2.700 , 3 
5.700 , 3.000 , 3 
5.700 , 2.900 , 3 
6.200 , 2.900 , 3 
5.100 , 2.500 , 3 
5.700 , 2.800 , 3 
6.300 , 3.300 , 2 
5.800 , 2.700 , 3 
7.100 , 3.000 , 2 
6.300 , 2.900 , 3 
6.500 , 3.000 , 2 
7.600 , 3.000 , 2 
4.900 , 2.500 , 1 
7.300 , 2.900 , 2 
6.700 , 2.500 , 2 
7.200 , 3.600 , 2 
6.500 , 3.200 , 2 
6.400 , 2.700 , 2 
6.800 , 3.000 , 2 
5.700 , 2.500 , 3 
5.800 , 2.800 , 3 
6.400 , 3.200 , 2 
6.500 , 3.000 , 2 
7.700 , 3.800 , 2 
7.700 , 2.600 , 2 
6.000 , 2.200 , 3 
6.900 , 3.200 , 2 
5.600 , 2.800 , 3 
7.700 , 2.800 , 2 
6.300 , 2.700 , 3 
6.700 , 3.300 , 2 
7.200 , 3.200 , 2 
6.200 , 2.800 , 3 
6.100 , 3.000 , 3 
6.400 , 2.800 , 2 
7.200 , 3.000 , 2 
7.400 , 2.800 , 2 
7.900 , 3.800 , 2 
6.400 , 2.800 , 2 
6.300 , 2.800 , 3 
6.100 , 2.600 , 3 
7.700 , 3.000 , 2 
6.300 , 3.400 , 2 
6.400 , 3.100 , 2 
6.000 , 3.000 , 3 
6.900 , 3.100 , 2 
6.700 , 3.100 , 2 
6.900 , 3.100 , 2 
5.800 , 2.700 , 3 
6.800 , 3.200 , 2 
6.700 , 3.300 , 2 
6.700 , 3.000 , 2 
6.300 , 2.500 , 3 
6.500 , 3.000 , 2 
6.200 , 3.400 , 2 
5.900 , 3.000 , 3 
