-11.7167,-6.87593,1,0,0,1
-11.3153,-7.19691,1,0,0,1
-12.2263,-7.93083,1,0,0,1
-12.2284,-8.01208,1,0,0,1
-13.006,-8.39858,1,0,0,1
-11.692,-9.56754,1,0,0,1
-12.4307,-8.12707,1,0,0,1
-12.3789,-6.51899,1,0,0,1
-12.6062,-7.30846,1,0,0,1
-12.3859,-8.46152,1,0,0,1
-12.8967,-5.00759,1,0,0,1
-14.0549,-3.6187,1,0,0,1
-11.601,-7.06415,1,0,0,1
-12.9464,-7.04044,1,0,0,1
-13.7377,-6.04425,1,0,0,1
-14.631,-5.44638,1,0,0,1
-12.02,-5.73755,1,0,0,1
-13.0818,-7.25414,1,0,0,1
-13.0506,-6.75605,1,0,0,1
-13.5435,-7.52692,1,0,0,1
-11.053,-5.78459,1,0,0,1
-12.0295,-6.83149,1,0,0,1
-13.8515,-7.22847,1,0,0,1
-12.1157,-7.53816,1,0,0,1
-12.7118,-7.00644,1,0,0,1
-12.3943,-5.89392,1,0,0,1
-12.9093,-6.35473,1,0,0,1
-13.7164,-5.38661,1,0,0,1
-10.6935,-4.46767,1,0,0,1
-11.4083,-6.66256,1,0,0,1
-12.6416,-7.61785,1,0,0,1
-10.9248,-4.02488,1,0,0,1
-11.4338,-7.52634,1,0,0,1
-12.6073,-5.65598,1,0,0,1
-11.8386,-5.02187,1,0,0,1
-12.6176,-3.36844,1,0,0,1
-12.8694,-6.10728,1,0,0,1
-13.0167,-6.33718,1,0,0,1
-10.796,-5.86461,1,0,0,1
-11.5251,-5.01551,1,0,0,1
-13.1899,-6.11494,1,0,0,1
-12.5423,-6.89083,1,0,0,1
-12.8372,-5.94239,1,0,0,1
-11.4124,-5.98503,1,0,0,1
-12.2668,-5.22858,1,0,0,1
-12.3038,-4.77369,1,0,0,1
-11.3165,-6.03195,1,0,0,1
-13.2667,-3.7645,1,0,0,1
-11.3709,-5.88346,1,0,0,1
-10.6088,-6.47522,1,0,0,1
-13.6541,-7.41282,1,0,0,1
-13.9709,-9.06389,1,0,0,1
-14.4045,-6.82288,1,0,0,1
-12.2754,-7.54891,1,0,0,1
-15.0022,-7.48353,1,0,0,1
-12.9615,-7.84645,1,0,0,1
-14.8075,-7.25244,1,0,0,1
-13.2867,-6.80057,1,0,0,1
-13.0495,-6.91947,1,0,0,1
-13.8451,-7.505,1,0,0,1
-13.9824,-6.3293,1,0,0,1
-13.6439,-6.72405,1,0,0,1
-12.9366,-7.3753,1,0,0,1
-12.8774,-7.63004,1,0,0,1
-15.314,-6.84626,1,0,0,1
-14.2976,-8.52091,1,0,0,1
-14.5593,-8.11524,1,0,0,1
-13.7564,-7.02071,1,0,0,1
-13.4401,-7.03511,1,0,0,1
-12.8499,-6.04531,1,0,0,1
